Influencer_ID,Influencer_Name,Platform,Subscribers,Post_Categories,Country,Visits,Likes,Comments,Engagement_Rate(%),Profile_Link
INF00936,SPDNOO1,YouTube,12700000,Humor,Tailandia,2300000,60000,239,0.47432283464566927,http://youtube.com/channel/UCiHQ5AywCFKF6q-C5dIguVQ
INF00937,casey,YouTube,12700000,Películas,Estados Unidos,841100,49600,2300,0.4086614173228346,http://youtube.com/channel/UCtinbF-Q-fVthA0qrFQTgXQ
INF00938,Jackdohertyy,YouTube,12600000,Unknown,Estados Unidos,1100000,52300,337,0.41775396825396827,http://youtube.com/channel/UCkj8f9sqSKuzn-NyP7Os1ZQ
INF00939,TiboInShape,YouTube,12600000,Deportes,Francia,664500,39100,400,0.3134920634920635,http://youtube.com/channel/UCpWaR3gNAQGsX48cIlQC0qw
INF00940,golu008,YouTube,12600000,Unknown,India,6500000,308000,402,2.4476349206349206,http://youtube.com/channel/UCl1oiiVVTQkD2zq8beALVjA
INF00941,healthtime6469,YouTube,12600000,Vlogs diarios,India,2700,92,2,0.000746031746031746,http://youtube.com/channel/UCPMqs8vxEwbie26nFA3ykAw
INF00942,TroomTroom_Pt,YouTube,12600000,Animación,Brasil,48000,1100,12,0.008825396825396825,http://youtube.com/channel/UCgCQlMYN2XypwYC2wcR32bA
INF00943,timesmusicindia,YouTube,12600000,Música y baile,India,7400,271,8,0.002214285714285714,http://youtube.com/channel/UCo07fumrTn1w4AxcU4j_uDw
INF00944,eltrece,YouTube,12500000,Música y baile,Unknown,2300,27,4,0.000248,http://youtube.com/channel/UC0DM_mHV2u6dj8ig51GkQwg
INF00945,Ruhofficial,YouTube,12500000,Unknown,Unknown,96600,2400,7,0.019256000000000002,http://youtube.com/channel/UCOV4B25tLhyLkGB_N8olPpw
INF00946,Baby_Jenny,YouTube,12500000,"Películas, Juguetes",Unknown,40400,73,0,0.000584,http://youtube.com/channel/UCoL0M9swO14BT8u9pTn9MvQ
INF00947,gibby,YouTube,12500000,Unknown,México,32700,2000,162,0.017296,http://youtube.com/channel/UCY62oxtmOKk5-JLJOXBMWnA
INF00948,LOUDgg,YouTube,12500000,Unknown,Brasil,33400,2200,10,0.017679999999999998,http://youtube.com/channel/UC7iwNp4GUynlGXvK-6KD0Rw
INF00949,PeopleVsFood,YouTube,12500000,Comida y bebida,Estados Unidos,38800,2400,29,0.019431999999999998,http://youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg
INF00950,CRAZYGREAPA,YouTube,12500000,Unknown,India,1500000,83000,141,0.6651279999999999,http://youtube.com/channel/UCNQAoLEv87L7NgUp4We3HIg
INF00951,LittleBabyBumEspanol,YouTube,12500000,Unknown,Unknown,16900,29,0,0.00023199999999999997,http://youtube.com/channel/UCHicabXz9rUMWLcdMqBtbxQ
INF00952,Aniruddhacharyaji,YouTube,12500000,Vlogs diarios,India,102200,4600,211,0.038488,http://youtube.com/channel/UCDe0DwkMVFfSIoiYdQUPQmQ
INF00953,umansayyedshorts,YouTube,12500000,Unknown,India,182000,12900,55,0.10364000000000001,http://youtube.com/channel/UC0T8Ija8hlA0ZWQSIwZi1-w
INF00954,AmauryGuichonChef,YouTube,12500000,Unknown,Estados Unidos,925500,81400,945,0.65876,http://youtube.com/channel/UC0fvGpDXi7sV2hbgD-O47yw
INF00955,telugufilmnagar,YouTube,12500000,Unknown,India,2800,41,1,0.000336,http://youtube.com/channel/UCintIUOJEktQBfhEI9XXpuw
INF00956,PANDACANAL,YouTube,12500000,Unknown,México,2400000,161000,770,1.29416,http://youtube.com/channel/UCidiEXdWtuFT6DH3RYiUs3w
INF00957,ChrisBrownVEVO,YouTube,12500000,Música y baile,Estados Unidos,490300,15400,670,0.12856,http://youtube.com/channel/UCm1dsgJNnhaLkY3uAdqN4mA
INF00958,lukedavidson81,YouTube,12500000,"Animación, Humor",Estados Unidos,1200000,97200,747,0.783576,http://youtube.com/channel/UCuwJoiGWRxPYStBp0l0WuZw
INF00959,TheKingofRandom,YouTube,12500000,DIY y Life Hacks,Estados Unidos,36300,1300,41,0.010728,http://youtube.com/channel/UC1zZE_kJ8rQHgLTVfobLi_g
INF00960,Lulu99,YouTube,12500000,Unknown,Colombia,472400,31300,790,0.25672,http://youtube.com/channel/UCCyCcRlr_NRDP-JFAhBxq1g
INF00961,LipaoGamer,YouTube,12500000,"Películas, Animación",Brasil,124400,4200,89,0.034311999999999995,http://youtube.com/channel/UCHuZmQ0lSW8TG81dVZZh5rw
INF00962,M4Techofficial,YouTube,12500000,Unknown,India,1600000,59100,1200,0.4824,http://youtube.com/channel/UClfll_TO6FpOPLUg4Aawhlw
INF00963,lilwayne,YouTube,12500000,Coches y vehículos,Estados Unidos,44300,2000,105,0.01684,http://youtube.com/channel/UCO9zJy7HWrIS3ojB4Lr7Yqw
INF00964,NattiNatasha,YouTube,12500000,Música y baile,Estados Unidos,24000,3300,152,0.027616,http://youtube.com/channel/UCu59H8LNti6mwvcGRMge5PA
INF00965,TWOSIDEGAMERS,YouTube,12500000,Vlogs diarios,India,274000,17900,914,0.150512,http://youtube.com/channel/UCiDikVE7Y4_KpQwsxarj38g
INF00966,BlackEyedPeas,YouTube,12500000,Música y baile,Estados Unidos,8700,633,11,0.005152,http://youtube.com/channel/UCBFaOy1_APEXEyA6Gws_Y1g
INF00967,Panda.,YouTube,12500000,"Animación, Videojuegos",India,741400,66000,327,0.530616,http://youtube.com/channel/UCj0sKQk9qjiIfNH22ZBWpxw
INF00968,bbcearth,YouTube,12500000,Unknown,Estados Unidos,104500,1900,63,0.015704,http://youtube.com/channel/UCwmZiChSryoWQCZMIQezgTg
INF00969,SaaihHalilintar,YouTube,12500000,"Películas, Humor",Indonesia,0,0,0,0.0,http://youtube.com/channel/UCEIdGryox368qWinrZ9eA8A
INF00970,videogyan,YouTube,12400000,"Animación, Juguetes",Unknown,348100,7600,0,0.06129032258064516,http://youtube.com/channel/UCs0upBDG-dCAxy8_VDPE5XA
INF00971,MashaBearHINDI,YouTube,12400000,"Animación, Juguetes",Unknown,117400,760,0,0.0061290322580645155,http://youtube.com/channel/UCpgG0rtKd-CTzStI9w2ibkg
INF00972,Belitskay,YouTube,12400000,Unknown,Estados Unidos,694100,35300,359,0.2875725806451613,http://youtube.com/channel/UCqOwcxgDCjnHNgMt9A3Ua8w
INF00973,HeeraGoldOfficial,YouTube,12400000,Vlogs diarios,Pakistán,84300,1000,75,0.008669354838709677,http://youtube.com/channel/UC9dfnBWlg5h1Fr5_w8rjZyg
INF00974,aljazeeraenglish,YouTube,12400000,Noticias y Política,Estados Unidos,40600,1300,465,0.014233870967741936,http://youtube.com/channel/UCNye-wNBqNL5ZzHSJj3l8Bg
INF00975,HiTechIslamic,YouTube,12400000,Música y baile,Pakistán,50200,875,45,0.007419354838709678,http://youtube.com/channel/UCtKKyuORzErSd7TWfkunxsw
INF00976,user-tt5ge5fj4i,YouTube,12400000,"Música y baile, Animación",Unknown,80000,337,0,0.002717741935483871,http://youtube.com/channel/UC-oIulX1JBJ0aKAB0GHnThA
INF00977,PinkVideoVault,YouTube,12400000,Música y baile,Estados Unidos,281500,10800,444,0.09067741935483871,http://youtube.com/channel/UCE5yTn9ljzSnC_oMp9Jnckg
INF00978,IceCreamRolls,YouTube,12300000,Unknown,Estados Unidos,23100,635,51,0.005577235772357724,http://youtube.com/channel/UCAon55hNT6ESbdQ5y1hRWTA
INF00979,dojacat,YouTube,12300000,Música y baile,Estados Unidos,332400,28000,1700,0.24146341463414633,http://youtube.com/channel/UCzpl23pGTHVYqvKsgY0A-_w
INF00980,123GO_,YouTube,12300000,DIY y Life Hacks,Estados Unidos,44100,345,16,0.002934959349593496,http://youtube.com/channel/UCBXNpF6k2n8dsI6nBH8q4sQ
INF00981,belabagunca,YouTube,12300000,"Películas, Animación",Brasil,132900,5100,166,0.0428130081300813,http://youtube.com/channel/UChYWDADhmWJU6_X7Vm7FzDw
INF00982,AnnoyingOrange,YouTube,12300000,"Películas, Animación",Estados Unidos,285200,14200,516,0.11964227642276423,http://youtube.com/channel/UCi-5OZ2tYuwMLIcEyOsbdRA
INF00983,yogawithadriene,YouTube,12300000,Fitness,Estados Unidos,548200,14600,503,0.12278861788617886,http://youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA
INF00984,OumWalidcuisine,YouTube,12300000,Educación,Argelia,302700,15200,657,0.12891869918699186,http://youtube.com/channel/UCVXD2kNki3rfLMhF8uNIcBQ
INF00985,ankitabhawsar,YouTube,12300000,Unknown,India,420900,20100,34,0.1636910569105691,http://youtube.com/channel/UCigIQemkMDqVKxRxErb5fAA
INF00986,LuanSantana,YouTube,12300000,Música y baile,Brasil,848800,7700,358,0.06551219512195122,http://youtube.com/channel/UC6rwiIxv0w2fbmmr66wl1rA
INF00987,TeremokSongs,YouTube,12300000,Unknown,Rusia,76600,177,0,0.0014390243902439024,http://youtube.com/channel/UCqZZoXlUEki3H7_GCQrw53A
INF00988,Family-Box,YouTube,12300000,Películas,Rusia,190400,8200,242,0.06863414634146342,http://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ
INF00989,tvOneNews,YouTube,12300000,Noticias y Política,Indonesia,6200,89,11,0.0008130081300813007,http://youtube.com/channel/UCER4rvDnRBPr_ncYW4UCZjg
INF00990,MUSATANVEER,YouTube,12300000,Unknown,Pakistán,62800,408,28,0.0035447154471544714,http://youtube.com/channel/UC6jRgc_w-nCk7oAoM6lwNNQ
INF00991,bonbonmedia9360,YouTube,12300000,Unknown,Reino Unido,577300,0,10,8.130081300813008e-05,http://youtube.com/channel/UCnbbGVLEKgBnwGxHro0eD1w
INF00992,Alextis,YouTube,12300000,Unknown,España,1900000,102700,246,0.8369593495934959,http://youtube.com/channel/UCFabcGAulWGOhffpQakBM_w
INF00993,benjacalero,YouTube,12300000,"Películas, Animación",Argentina,1100000,121700,1200,0.9991869918699187,http://youtube.com/channel/UCYydV0b9GawikL_L5b2yt-Q
INF00994,HarshaSaiForYouHindi,YouTube,12300000,Unknown,India,1900000,140000,1600,1.1512195121951219,http://youtube.com/channel/UCpZe6c7I8kkQuME1T4uMa_g
INF00995,morharyanvi,YouTube,12300000,Música y baile,India,168900,3800,784,0.03726829268292683,http://youtube.com/channel/UC_Rh_RLrouZHPf2vUFvaP_g
INF00996,UTKARSHCLASSES13,YouTube,12300000,Educación,India,20100,1300,47,0.010951219512195121,http://youtube.com/channel/UCLuBF4Xr1-BIpcpFFm7zp7w
INF00997,MBCMASRtv,YouTube,12300000,Unknown,Egipto,2300,40,4,0.00035772357723577237,http://youtube.com/channel/UCnFKsbAof9fRv614I4wJX_w
INF00998,NFL,YouTube,12300000,Deportes,Estados Unidos,26000,604,53,0.005341463414634147,http://youtube.com/channel/UCDVYQ4Zhbm3S2dlz7P1GBDg
INF00999,MykeTowers,YouTube,12300000,Música y baile,Colombia,96100,3400,128,0.028682926829268294,http://youtube.com/channel/UCLk8IJ1TwI7Xl7UUfAD8xPQ
